date,file,house,bill,state,chamber
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Assam Official Language (Amendment) Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Assam Taxation (Liquidation of Arrear Dues) (Second Amendment) Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Assam Micro Finance Institutions (Regulation of Money Lending) Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Assam Ease of Doing Business (Amendment) Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Moran Autonomous Council (Amendment) Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Matak Autonomous Council (Amendment) Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Kamatapur Autonomous Council (Amendment) Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Bodo Kachari Welfare Autonomous Council Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Assam Education (Provincialisation of Services of Non-Teaching Staff of Venture Education Institutions (Amendment) Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Assam Legislative Assembly,"The Assam Repealing Bill, 2020",Assam,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Nagar Palika (Sanshodhan) Vidheyak, 2020",Chhattisgarh,Legislature
Jun-21,JPI_March_2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Nagar Palika Nigam (Sanshodhan) Vidheyak, 2020",Chhattisgarh,Legislature
Jun-21,JPI_March_2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Krishi Upaj Mandi (Sanshodhan) Vidheyak, 2020",Chhattisgarh,Legislature
Jun-21,JPI_March_2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Bhada Niyantran (Sanshodhan) Vidheyak, 2020",Chhattisgarh,Legislature
Jun-21,JPI_March_2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Rajkoshiya Uttardayitva aur Budget Prabandh (Sanshodhan) Vidheyak, 2020",Chhattisgarh,Legislature
Jun-21,JPI_March_2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Viniyog (Kramank-4) Vidheyak, 2020",Chhattisgarh,Legislature
Jun-21,JPI_March_2021.pdf,Chhattisgarh Legislature,"Bharatiya Stamp (Chhattisgarh Sanshodhan) Vidheyak, 2020",Chhattisgarh,Legislature
Jun-21,JPI_March_2021.pdf,Karnataka Legislative Assembly,"The Karnataka Parliamentary Secretaries Salary, Allowances and Miscellaneous Provisions (Repeal) Bill, 2020",Karnataka,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Karnataka Legislative Assembly,"The Karnataka Stamp (Second Amendment) Bill, 2020",Karnataka,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Karnataka Legislative Assembly,"The Karnataka Appropriation (No. IV) Bill, 2020",Karnataka,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Karnataka Legislative Assembly,"The Karnataka Shops and Commercial Establishments (Second Amendment) Bill, 2020",Karnataka,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Karnataka Legislative Assembly,"The Karnataka Prevention of Slaughter and Preservation of Cattle Bill, 2020",Karnataka,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Karnataka Legislative Assembly,"The Karnataka State Universities and certain other Law (Second Amendment) Bill, 2020",Karnataka,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Karnataka Legislative Assembly,"The Bruhat Bengaluru Mahanagara Palike Bill, 2020",Karnataka,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Farmers' Produce Trade and Commerce (Promotion and Facilitation) (Special Provisions and Punjab Amendment) Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Farmers' (Empowerment and Protection) Agreement on Price Assurance and Farm Services (Special Provisions and Punjab Amendment) Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Essential Commodities (Special Provisions and Punjab Amendment) Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Code of Civil Procedure (Punjab Amendment) Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Punjab Bhondedar, Butemar, Dohlidar, Insar Miadi, Mukarraridar, Mundhimar, Panahi Qadeem, Saunjidar or Taraddadkar (Vesting of Proprietary Rights) Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Punjab State Vigilance Commission Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Registration (Punjab Amendment) Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Punjab Tissue Culture Based Seed Potato Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Punjab Land Revenue (Amendment) Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Punjab (Welfare and Settlement of Landless, Marginal and Small Occupant Farmers) Allotment of State Government Land Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Punjab Legislative Assembly,"The Factories (Punjab Amendment) Bill, 2020",Punjab,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Telangana Legislative Assembly,"The India Stamp (Telangana Amendment) Bill, 2020",Telangana,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Telangana Legislative Assembly,"The Telangana Agricultural Land (Conversion of Non-Agricultural Purposes) (Amendment) Bill, 2020",Telangana,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Telangana Legislative Assembly,"The Greater Hyderabad Municipal Corporation (Amendment) Bill, 2020",Telangana,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Telangana Legislative Assembly,"The Code of Criminal Procedure (Telangana Amendment) Bill, 2020",Telangana,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Uttarakhand Legislative Assembly,"The Uttarakhand Public Service (Reservation for Economically Weaker Section) Bill, 2020",Uttarakhand,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Uttarakhand Legislative Assembly,"The Uttarakhand (Uttar Pradesh Land Revenue Act, 1901) (Amendment) Bill, 2020",Uttarakhand,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Uttarakhand Legislative Assembly,"The Uttarakhand Subordinate Services Selection Commission (Amendment) Bill, 2020",Uttarakhand,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Uttarakhand Legislative Assembly,"The Uttarakhand Martyr's Dependent Ex-Gratia Grant Bill, 2020",Uttarakhand,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Uttarakhand Legislative Assembly,"The Uttarakhand Appropriation (Supplementary 2020-21) Bill, 2020",Uttarakhand,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Uttarakhand Legislative Assembly,"The Hemvati Nandan Bahuguna Medical Education University (Amendment) Bill, 2020",Uttarakhand,Legislative Assembly
Jun-21,JPI_March_2021.pdf,Uttarakhand Legislative Assembly,"The Uttarakhand State University Bill, 2020",Uttarakhand,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,Sikkim Legislative Assembly,"The Fiscal Responsibility Bill, 2021",Sikkim,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,Sikkim Legislative Assembly,"The Sikkim Appropriation Bill, 2021",Sikkim,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,Sikkim Legislative Assembly,"The Sikkim Labour (Regulation of Employment and Conditions of Service) Bill, 2021",Sikkim,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,Sikkim Legislative Assembly,"The Medhavi Skills University, Sikkim, Bill, 2021",Sikkim,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,Sikkim Legislative Assembly,"The Sikkim International University Bill, 2021",Sikkim,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,Sikkim Legislative Assembly,"The Eastern Institute for Integrated Learning in Management University, Sikkim (Amendment) Bill, 2021",Sikkim,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Fiscal Responsibility (Amendment) Bill, 2021",Tamil Nadu,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Municipal Laws (Second Amendment) Bill, 2021",Tamil Nadu,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Panchayats (Second Amendment) Bill, 2021",Tamil Nadu,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,West Bengal Legislative Assembly,"The West Bengal Finance Bill, 2021",West Bengal,Legislative Assembly
Sep-21,JPI_sep_2021.pdf,West Bengal Legislative Assembly,"The West Bengal Appropriation (No.II) Bill, 2021",West Bengal,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Niji Vishwavidyalaya (Sthapna Evam Sanchalan) (Sanshodhan) Vidheyak, 2021",Chhattisgarh,Legislature
Dec-21,JPI-December-2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Vidhan Mandal Sadasya Niraharta Niwaran (Sanshodhan) Vidheyak, 2021",Chhattisgarh,Legislature
Dec-21,JPI-December-2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Chandulal Chandrakar Smriti Chikitsa Mahavidyalaya, Durg (Adhigrahan) Vidheyak, 2021",Chhattisgarh,Legislature
Dec-21,JPI-December-2021.pdf,Chhattisgarh Legislature,"Chhattisgarh Viniyog (No.3) Vidheyak, 2021",Chhattisgarh,Legislature
Dec-21,JPI-December-2021.pdf,Delhi Legislature,"The Delhi Goods and Services Tax (Amendment) Bill, 2021",Delhi,Legislature
Dec-21,JPI-December-2021.pdf,Delhi Legislature,"The National Capital Territory of Delhi (Incredible India) Bed and Breakfast Establishments (Registration and Regulation) (Amendment) Bill, 2021",Delhi,Legislature
Dec-21,JPI-December-2021.pdf,Gujarat Legislature,"The Gujarat Private Universities (Second Amendment) Bill, 2021",Gujarat,Legislature
Dec-21,JPI-December-2021.pdf,Gujarat Legislature,"The Gujarat Goods and Services Tax (Amendment) Bill, 2021",Gujarat,Legislature
Dec-21,JPI-December-2021.pdf,Gujarat Legislature,"The Indian Partnership (Gujarat Amendment) Bill, 2021",Gujarat,Legislature
Dec-21,JPI-December-2021.pdf,Gujarat Legislature,"""Kaushalya"" The Skill University Bill, 2021",Gujarat,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"The Haryana Management of Civic Amenities and Infrastructure Deficient Municipal Areas (Special Provisions) Amendment Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"Maharishi Balmiki Sanskrit University, Kaithal (Amendment) Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"The Haryana Lokayukta (Amendment) Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"The Haryana Enterprises Promotion (Second Amendment) Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"Pandit Lakhmi Chand State University of Performing and Visual Arts, Rohtak (Amendment) Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"The Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement (Haryana Amendment) Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"The Haryana Appropriation (No.3) Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"The Panchkula Metropolitan Development Authority Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"The Haryana Goods and Services Tax (Second Amendment) Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"The Haryana Parivar Pehchan Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Haryana Legislature,"The Haryana Public Examination (Prevention of Unfair Means) Bill, 2021",Haryana,Legislature
Dec-21,JPI-December-2021.pdf,Himachal Pradesh Legislature,"The Himachal Pradesh Goods and Services Tax (Amendment) Bill, 2021",Himachal Pradesh,Legislature
Dec-21,JPI-December-2021.pdf,Kerala Legislature,"The Kerala Finance Bill, 2021",Kerala,Legislature
Dec-21,JPI-December-2021.pdf,Kerala Legislature,"The Kerala Finance (No.2) Bill, 2021",Kerala,Legislature
Dec-21,JPI-December-2021.pdf,Kerala Legislature,"The Kerala Appropriation (No.2) Bill, 2021",Kerala,Legislature
Dec-21,JPI-December-2021.pdf,Kerala Legislature,"The Kerala Appropriation (No.3) Bill, 2021",Kerala,Legislature
Dec-21,JPI-December-2021.pdf,Maharashtra Legislative Assembly,"The Maharashtra (Urban Areas) Protection and Preservation of Trees (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Maharashtra Legislative Assembly,"The Maharashtra Paragana and Kulkarni Abolition, Maharashtra Merged Territories Miscellaneous Alienations Abolition, Maharashtra Inferior Village Watans Abolition and Maharashtra Revenue Patels (Abolition of Office) (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Maharashtra Legislative Assembly,"The Maharashtra Co-operative Societies (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Maharashtra Legislative Assembly,"The Maharashtra Nurses (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Maharashtra Legislative Assembly,"The Maharashtra Goods and Services Tax (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Maharashtra Legislative Assembly,"The Maharashtra Official Languages (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Maharashtra Legislative Assembly,"The Maharashtra Public Universities Official (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Maharashtra Legislative Assembly,"The ATLAS SKILLTECH University, Mumbai Bill, 2021",Maharashtra,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Maharashtra Legislative Assembly,"The Maharashtra (Second Supplementary) Appropriation Bill, 2021",Maharashtra,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Nagaland Legislature,"The Nagaland Professions, Trades, Callings and Employment Taxation (Fifth Amendment) Bill, 2020",Nagaland,Legislature
Dec-21,JPI-December-2021.pdf,Nagaland Legislature,"The Nagaland Lokayukta (Amendment) No.2 Bill, 2021",Nagaland,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha Land Rights to Slum Dwellers (Amendment) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha Government Land Settlement (Amendment) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha Repealing Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha Appropriation Acts (Repeal) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha University Health Science Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha Housing Board (Amendment) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha Town Planning and Improvement Trust (Amendment) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha Goods and Services Tax (Amendment) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha University of Technology and Research Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Indian Stamp (Odisha Amendment) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha University (Amendment) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha Municipal Laws (Amendment) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Odisha Legislature,"The Odisha Panchayat Laws (Amendment) Bill, 2021",Odisha,Legislature
Dec-21,JPI-December-2021.pdf,Tripura Legislative Assembly,"The Tripura Police (Amendment) Bill, 2021",Tripura,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Tripura Legislative Assembly,"The Tripura State Goods and Services Tax (Fourth Amendment) Bill, 2021",Tripura,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Tripura Legislative Assembly,"The Tripura Road Development Cess (Second Amendment) Bill, 2021",Tripura,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Tripura Legislative Assembly,"The Tripura Agricultural Land Leasing Bill, 2021",Tripura,Legislative Assembly
Dec-21,JPI-December-2021.pdf,Tripura Legislative Assembly,"The Tripura Land Revenue and Land Reforms (Twelfth Amendment) Bill, 2021",Tripura,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Cooperative Societies (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Sonowal Kachari Autonomous Council (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Deori Autonomous Council (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Tribal Development Authority (Repeal) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Scheduled Castes and Scheduled Tribes (Reservation of Post in Services) (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Municipal (Third Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Guwahati Municipal Corporation (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Guwahati Metropolitan Development Authority (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Excise (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Cattle Preservation Excise (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Police (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Direct Recruitment Commissions for Analogous Posts in Class III and Class IV Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Motor Vehicle Taxation (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Mahapurusha Srimanta Sankardeva Viswavidyalaya (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Assam Legislative Assembly,"The Assam Micro, Small and Medium Enterprises (Facilitation of Establishment and Operation) (Amendment) Bill, 2021",Assam,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh Lokayukta (Amendment) Bill, 2021",Himachal Pradesh,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh Technical University (Amendment) Bill, 2021",Himachal Pradesh,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh Abadi Deh (Record of Rights) Bill, 2021",Himachal Pradesh,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Himachal Pradesh Legislative Assembly,"The Sardar University Mandi, Himachal Pradesh (Establishment and Regulation) Bill, 2021",Himachal Pradesh,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh University (Amendment) Bill, 2021",Himachal Pradesh,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Municipal Corporations and Certain other Law (Amendment) Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Land Revenue (Amendment) Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Certain Inams Abolitions and Certain other Law (Amendment) Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The Karnataka State Ayush University Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The Karnataka State Civil Services (Regulation of Transfer of Teachers) Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The University of Visvesvaraya College of Engineering Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The University of Agriculture Sciences (Amendment) Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Municipal Corporations and Certain other Law (Amendment) Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Appropriation (No.4) Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Protection of Right to Freedom of Religion Bill, 2021",Karnataka,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The SHAKTI Criminal Laws (Maharashtra Amendment) Bill, 2020",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Mumbai Municipal Corporation, Maharashtra Municipal Corporations and Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Municipal Corporations (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Village Panchayats and the Maharashtra Zilla Parishads and Panchayat Samitis (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Co-operative Societies (Second Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Co-operative Societies (Amendment and Validation) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Public Universities (Second Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Mumbai Municipal Corporation (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Municipal Corporations and Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Second Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra State Board of Technical Education (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Marine Fishing Regulation (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Mumbai Municipal Corporation (Second Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Public Universities (Third Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Agricultural Produce Marketing (Development and Regulation) (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Stamp (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Stamp (Second Amendment and Validation) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Co-operative Societies (Third Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra (Third Supplementary) Appropriation Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Educational Institutions (Reservation in Teachers' Cadre) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Village Panchayats and Maharashtra Zilla Parishads and Panchayat Samitis (Second Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Mumbai Municipal Corporation, Maharashtra Municipal Corporations and Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Second Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Zilla Parishads and Panchayat Samitis (Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra State Board of Skill, Vocational Education and Training Bill, 2021",Maharashtra,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Odisha Legislative Assembly,"The Odisha Appropriation (No.II) Bill, 2021",Odisha,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Agricultural Produce Markets (Amendment) Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Contract Farming (Repeal) Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Energy Security, Reform, Termination and Re-determination of Power Tariff Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Renewable Energy Security, Reform, Termination and Re-determination of Power Tariff Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab (Institutions and Other Buildings) Tax (Repeal) Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Plaksha University, Punjab Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Lamrin Tech Skills University, Punjab Bill, 2021",Punjab,Legislative Assembly
